ID,Raw Reads,Score_Insect,King_Insect,Phy_Insect,Cla_Insect,Ord_Insect,Fam_Insect,Gen_Insect,Spec_Insect,Taxon_Insect,BestID_Eco,SupKing_Eco,King_Eco,Phy_Eco,Cla_Eco,Ord_Eco,Fam_Eco,Gen_Eco,Spec_Eco,Taxon_Eco,PercId_OA_barcodes,Cov_OA_barcodes,PercID_biocode,Cov_biocode,OAtaxon,BioCodePhyla,BioClass,BioOrder,BioFamily,BioGenus,BioSpecies,FinalPhylum,FinalKingdom,PhyKing,Class,Order,Family,Genus,Species,Calcify,TaxaFrequency
OTU_1258,31,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1259,7,0.9986,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_126,6931,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1260,15,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1261,7,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1262,9,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1263,8,0.9999,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_1264,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1265,65,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1266,29,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1267,21,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1268,7,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1269,7,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1270,16,0.6263,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1272,14,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1273,14,0.9999,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_1306,20,1,Metazoa,GASTROTRICHA,,Chaetonotida,Chaetonotidae,,,Chaetonotidae,,,,,,,,,,,NA,,,,,,,,,,,GASTROTRICHA,Metazoa,GASTROTRICHA Metazoa,,Chaetonotida,Chaetonotidae,,,No,3
OTU_1274,12,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1275,7,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1276,5,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1208,14,1,,,,,,,,Eukaryota,1,Archaeplastida,Plantae,CHLOROPHYTA,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas commoda,Micromonas commoda,NA,,,,,,,,,,,CHLOROPHYTA,MicroAlgae,CHLOROPHYTA MicroAlgae,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas commoda,No,1
OTU_1277,22,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1278,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1279,25,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_145,4728,0.9998,Metazoa,PORIFERA,Demospongiae,Tethyida,Tethyidae,Tethya,,Tethya,0.879365079,Opisthokonta,Metazoa,PORIFERA,Demospongiae,Tethyida,Tethyidae,Tethya,,Tethya,98.726,100,99.625,85,Tethya,PORIFERA,Demospongiae,Tethyida,Tethyidae,Tethya,,PORIFERA,Metazoa,PORIFERA Metazoa,Demospongiae,Tethyida,Tethyidae,Tethya,,No,2
OTU_1314,11,1,Plantae,RHODOPHYTA,Florideophyceae,Corallinales,Corallinaceae,,,Corallinoideae,0.907936508,Archaeplastida,Plantae,RHODOPHYTA,Florideophyceae,Corallinales,,,,Corallinales,NA,,86.901,100,,RHODOPHYTA,,,,,,RHODOPHYTA,Plantae,RHODOPHYTA Plantae,Florideophyceae,Corallinales,Corallinaceae,,,Yes,3
OTU_1280,14,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1281,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1282,10,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1284,17,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1285,10,0.998,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_147,2083,1,Metazoa,,,,,,,Metazoa,0.888535032,Opisthokonta,Metazoa,PORIFERA,Demospongiae,Dendroceratida,,,,Dendroceratida,89.423,99,98.722,100,Chelonaplysilla,PORIFERA,,,,,,PORIFERA,Metazoa,PORIFERA Metazoa,,,,,,No,6
OTU_1286,13,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1287,15,0.9353,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1288,13,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1289,9,0.9402,Stramenopiles,BACILLARIOPHYTA,,,,,,Bacillariophyta,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,,,,,,No,6
OTU_129,5055,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1290,15,0.9944,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1291,36,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1292,8,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1293,32,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1294,13,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1295,13,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1296,20,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1298,12,0.9294,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1299,24,0.8013,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_13,47146,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_130,3120,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1300,26,0.9998,Metazoa,ARTHROPODA,,,,,,Multicrustacea,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,,,,,,UNK,6
OTU_1301,12,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1302,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1303,13,0.9998,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1304,12,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1803,10,1,,,,,,,,Eukaryota,1,Opisthokonta,Metazoa,CHORDATA,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,Ascidia ahodori,NA,,,,,,,,,,,CHORDATA,Metazoa,CHORDATA Metazoa,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,No,1
OTU_1305,6,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1307,7,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1308,7,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1309,29,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1310,18,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1311,11,0.8553,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1312,9,0.8723,Plantae,RHODOPHYTA,Florideophyceae,,,,,Corallinophycidae,0.89456869,Archaeplastida,Plantae,RHODOPHYTA,Florideophyceae,,,,,Florideophyceae,NA,,,,,,,,,,,RHODOPHYTA,Plantae,RHODOPHYTA Plantae,,,,,,UNK,6
OTU_1313,23,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_81,6819,,Metazoa,CNIDARIA,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,Aiptasia pulchella,Aiptasia pulchella,1,Opisthokonta,Metazoa,CNIDARIA,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,Aiptasia pulchella,Aiptasia pulchella,100,100,100,100,Anemone,CNIDARIA,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,pulchella,CNIDARIA,Metazoa,CNIDARIA Metazoa,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,Aiptasia pulchella,No,1
OTU_1315,22,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1316,9,1,Chromista,HETEROKONTOPHYTA,Labyrinthulomycetes,,,,,Labyrinthulomycetes,,,,,,,,,,,NA,,,,,,,,,,,HETEROKONTOPHYTA,MicroAlgae,HETEROKONTOPHYTA MicroAlgae,Labyrinthulomycetes,,,,,No,5
OTU_1317,7,0.9999,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_1318,15,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1319,25,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1320,7,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1321,8,0.9069,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1322,13,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1323,30,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1324,13,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1325,13,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1326,13,0.9965,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1327,9,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1328,9,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1329,14,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_133,2638,1,Plantae,RHODOPHYTA,Florideophyceae,Gigartinales,,,,Gigartinales,0.926517572,Archaeplastida,Plantae,RHODOPHYTA,Florideophyceae,Corallinales,,,,Corallinales,NA,,86.262,100,,RHODOPHYTA,,,,,,RHODOPHYTA,Plantae,RHODOPHYTA Plantae,Florideophyceae,Gigartinales,,,,No,4
OTU_1330,8,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1331,14,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1332,8,0.998,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_296,485,1,Metazoa,CNIDARIA,Hydrozoa,,,,,Hydroidolina,,,,,,,,,,,NA,,98.403,100,,CNIDARIA,Hydrozoa,Leptothecata,,Clytia,simplex,CNIDARIA,Metazoa,CNIDARIA Metazoa,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia simplex,No,1
OTU_1333,15,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1334,24,0.9732,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1335,23,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1336,28,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1337,7,0.9927,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1338,30,1,Metazoa,ARTHROPODA,Hexanauplia,Harpacticoida,,,,Harpacticoida,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,Harpacticoida,,,,No,4
OTU_1339,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1340,17,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1341,9,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1342,14,0.9999,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1343,26,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1344,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1345,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1346,9,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1347,20,0.9597,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1349,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1381,4,1,Metazoa,ANNELIDA,Polychaeta,Golfingiida,Golfingiidae,Nephasoma,,Nephasoma,,,,,,,,,,,NA,,,,,,,,,,,ANNELIDA,Metazoa,ANNELIDA Metazoa,Polychaeta,Golfingiida,Golfingiidae,Nephasoma,,No,2
OTU_135,2880,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1350,10,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1351,10,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1352,18,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1353,21,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_1354,5,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1355,12,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1356,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1357,23,0.8933,,,,,,,,cellular organisms,,,,,,,,,,,NA,,85.121,92,,ANNELIDA,,,,,,ANNELIDA,Metazoa,ANNELIDA Metazoa,,,,,,UNK,6
OTU_1390,7,1,Chromista,HETEROKONTOPHYTA,Labyrinthulomycetes,,Thraustochytriaceae,Botryochytrium,,Botryochytrium,,,,,,,,,,,NA,,,,,,,,,,,HETEROKONTOPHYTA,MicroAlgae,HETEROKONTOPHYTA MicroAlgae,Labyrinthulomycetes,,Thraustochytriaceae,Botryochytrium,,No,2
OTU_1358,10,0.9803,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1471,18,,Metazoa,PORIFERA,Demospongiae,Dendroceratida,Halisarcidae,Halisarca,,Halisarca,0.968051118,Opisthokonta,Metazoa,PORIFERA,Demospongiae,Dendroceratida,Halisarcidae,Halisarca,Halisarca dujardini,Halisarca dujardini,98.403,100,98.083,100,Halisarca,PORIFERA,Demospongiae,Chondrillida,Halisarcidae,Halisarca,,PORIFERA,Metazoa,PORIFERA Metazoa,Demospongiae,Chondrillida,Halisarcidae,Halisarca,,No,2
OTU_1359,19,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_136,2811,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1360,8,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1361,7,0.8184,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1362,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1363,10,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1364,17,0.9967,Metazoa,ARTHROPODA,Hexanauplia,,,,,Podoplea,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,,,,,No,5
OTU_1365,11,0.9945,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1348,11,,Metazoa,CNIDARIA,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,,Pocillopora,1,Opisthokonta,Metazoa,CNIDARIA,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,,Pocillopora,NA,,100,100,,CNIDARIA,Anthozoa,Scleractina,Pocilloporidae,Pocillopora,verrucosa,CNIDARIA,Metazoa,CNIDARIA Metazoa,Anthozoa,Scleractina,Pocilloporidae,Pocillopora,Pocillopora verrucosa,No,1
OTU_1367,18,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1368,8,0.9999,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1369,16,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_137,3160,0.8987,,,,,,,,Eukaryota,,,,,,,,,,,100,100,,,Ascidian,CHORDATA,Ascidiacea,,,,,CHORDATA,Metazoa,CHORDATA Metazoa,Ascidiacea,,,,,No,5
OTU_1370,6,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1371,12,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1372,8,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_1373,39,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1374,17,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1375,6,0.944,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_1376,13,1,,,,,,,,Opisthokonta,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Opisthokonta,Unclassified Other_Opisthokonta,,,,,,No,7
OTU_1377,8,0.9977,Stramenopiles,BACILLARIOPHYTA,,,,,,Bacillariophyta,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,,,,,,No,6
OTU_1378,14,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1379,17,0.9915,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_138,6403,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_1380,7,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
